,date,cancelledOn,createdOn
2370,2020-01-29,2020-01-25,2019-09-09
2371,2020-01-30,2020-01-25,2019-09-09
2372,2020-01-26,2020-01-08,2020-01-01
2373,2020-01-27,2020-01-08,2020-01-01
2374,2020-01-28,2020-01-08,2020-01-01
2375,2020-01-29,2020-01-08,2020-01-01
2376,2020-01-30,2020-01-08,2020-01-01
2377,2020-01-31,2020-01-08,2020-01-01
2378,2020-02-01,2020-01-08,2020-01-01
2379,2020-01-26,2020-01-19,2019-12-12
2380,2020-01-27,2020-01-19,2019-12-12
2381,2020-01-28,2020-01-19,2019-12-12
2382,2020-01-27,2019-10-21,2019-10-15
2383,2020-01-28,2019-10-21,2019-10-15
2384,2020-01-29,2019-10-21,2019-10-15
2385,2020-01-28,2019-12-11,2019-12-03
2386,2020-01-29,2019-12-11,2019-12-03
2387,2020-01-30,2019-12-11,2019-12-03
2388,2020-01-28,2019-12-11,2019-12-03
2389,2020-01-29,2019-12-11,2019-12-03
2390,2020-01-30,2019-12-11,2019-12-03
2391,2020-01-28,2019-12-11,2019-12-03
2392,2020-01-29,2019-12-11,2019-12-03
2393,2020-01-30,2019-12-11,2019-12-03
2394,2020-01-28,2019-12-11,2019-12-03
2395,2020-01-29,2019-12-11,2019-12-03
2396,2020-01-30,2019-12-11,2019-12-03
2397,2020-01-28,2019-12-11,2019-12-03
2398,2020-01-29,2019-12-11,2019-12-03
2399,2020-01-30,2019-12-11,2019-12-03
2400,2020-01-28,2019-12-11,2019-12-03
2401,2020-01-29,2019-12-11,2019-12-03
2402,2020-01-30,2019-12-11,2019-12-03
2403,2020-01-28,2019-12-11,2019-12-03
2404,2020-01-29,2019-12-11,2019-12-03
2405,2020-01-30,2019-12-11,2019-12-03
2406,2020-01-28,2019-12-11,2019-12-03
2407,2020-01-29,2019-12-11,2019-12-03
2408,2020-01-30,2019-12-11,2019-12-03
2409,2020-01-28,2019-12-11,2019-12-03
2410,2020-01-29,2019-12-11,2019-12-03
2411,2020-01-30,2019-12-11,2019-12-03
2412,2020-01-28,2019-12-11,2019-12-03
2413,2020-01-29,2019-12-11,2019-12-03
2414,2020-01-30,2019-12-11,2019-12-03
2415,2020-01-28,2020-01-26,2020-01-22
2416,2020-01-30,2019-08-11,2019-08-03
2417,2020-01-31,2019-08-11,2019-08-03
2418,2020-02-01,2019-08-11,2019-08-03
2419,2020-02-02,2019-08-11,2019-08-03
2420,2020-02-03,2019-08-11,2019-08-03
2421,2020-02-04,2019-08-11,2019-08-03
2422,2020-02-05,2019-08-11,2019-08-03
2423,2020-02-06,2019-08-11,2019-08-03
2424,2020-02-07,2019-08-11,2019-08-03
2425,2020-02-08,2019-08-11,2019-08-03
2426,2020-02-09,2019-08-11,2019-08-03
2427,2020-01-30,2020-01-27,2020-01-21
2428,2020-02-01,2020-01-25,2020-01-10
2429,2020-02-02,2020-01-25,2020-01-10
2430,2020-02-03,2020-01-25,2020-01-10
2431,2020-02-04,2020-01-25,2020-01-10
2432,2020-02-05,2020-01-25,2020-01-10
2433,2020-02-06,2020-01-25,2020-01-10
2434,2020-02-07,2020-01-25,2020-01-10
2435,2020-02-01,2020-01-25,2019-04-12
2436,2020-02-02,2020-01-25,2019-04-12
2437,2020-02-03,2020-01-25,2019-04-12
2438,2020-02-04,2020-01-25,2019-04-12
2439,2020-02-05,2020-01-25,2019-04-12
2440,2020-02-06,2020-01-25,2019-04-12
2441,2020-02-07,2020-01-25,2019-04-12
2442,2020-02-01,2020-01-25,2019-04-11
2443,2020-02-02,2020-01-25,2019-04-11
2444,2020-02-03,2020-01-25,2019-04-11
2445,2020-02-04,2020-01-25,2019-04-11
2446,2020-02-05,2020-01-25,2019-04-11
2447,2020-02-06,2020-01-25,2019-04-11
2448,2020-02-07,2020-01-25,2019-04-11
2449,2020-02-02,2019-08-13,2019-08-05
2450,2020-02-03,2019-08-13,2019-08-05
2451,2020-02-04,2019-08-13,2019-08-05
2452,2020-02-05,2019-08-13,2019-08-05
2453,2020-02-06,2019-08-13,2019-08-05
2454,2020-02-02,2019-08-11,2019-07-21
2455,2020-02-03,2019-08-11,2019-07-21
2456,2020-02-04,2019-08-11,2019-07-21
2457,2020-02-05,2019-08-11,2019-07-21
2458,2020-02-06,2019-08-11,2019-07-21
2459,2020-02-07,2019-08-11,2019-07-21
2460,2020-02-08,2019-08-11,2019-07-21
2461,2020-02-02,2019-08-11,2019-07-21
2462,2020-02-03,2019-08-11,2019-07-21
2463,2020-02-04,2019-08-11,2019-07-21
2464,2020-02-05,2019-08-11,2019-07-21
2465,2020-02-06,2019-08-11,2019-07-21
2466,2020-02-07,2019-08-11,2019-07-21
2467,2020-02-08,2019-08-11,2019-07-21
2468,2020-02-02,2019-08-11,2019-07-21
2469,2020-02-03,2019-08-11,2019-07-21
2470,2020-02-04,2019-08-11,2019-07-21
2471,2020-02-05,2019-08-11,2019-07-21
2472,2020-02-06,2019-08-11,2019-07-21
2473,2020-02-07,2019-08-11,2019-07-21
2474,2020-02-08,2019-08-11,2019-07-21
2475,2020-02-02,2019-08-24,2019-08-14
2476,2020-02-03,2019-08-24,2019-08-14
2477,2020-02-04,2019-08-24,2019-08-14
2478,2020-02-05,2019-08-24,2019-08-14
2479,2020-02-06,2019-08-24,2019-08-14
2480,2020-02-07,2019-08-24,2019-08-14
2481,2020-02-02,2019-08-24,2019-08-14
2482,2020-02-03,2019-08-24,2019-08-14
2483,2020-02-04,2019-08-24,2019-08-14
2484,2020-02-05,2019-08-24,2019-08-14
2485,2020-02-06,2019-08-24,2019-08-14
2486,2020-02-07,2019-08-24,2019-08-14
2487,2020-02-02,2019-10-06,2019-09-28
2488,2020-02-03,2019-10-06,2019-09-28
2489,2020-02-04,2019-10-06,2019-09-28
2490,2020-02-05,2019-10-06,2019-09-28
2491,2020-02-06,2019-10-06,2019-09-28
2492,2020-02-07,2019-10-06,2019-09-28
2493,2020-02-08,2019-10-06,2019-09-28
2494,2020-02-02,2019-10-06,2019-09-28
2495,2020-02-03,2019-10-06,2019-09-28
2496,2020-02-04,2019-10-06,2019-09-28
2497,2020-02-05,2019-10-06,2019-09-28
2498,2020-02-06,2019-10-06,2019-09-28
2499,2020-02-07,2019-10-06,2019-09-28
2500,2020-02-08,2019-10-06,2019-09-28
2501,2020-02-02,2019-10-06,2019-09-28
2502,2020-02-03,2019-10-06,2019-09-28
2503,2020-02-04,2019-10-06,2019-09-28
2504,2020-02-05,2019-10-06,2019-09-28
2505,2020-02-06,2019-10-06,2019-09-28
2506,2020-02-07,2019-10-06,2019-09-28
2507,2020-02-08,2019-10-06,2019-09-28
2508,2020-02-02,2019-10-06,2019-09-28
2509,2020-02-03,2019-10-06,2019-09-28
2510,2020-02-04,2019-10-06,2019-09-28
2511,2020-02-05,2019-10-06,2019-09-28
2512,2020-02-06,2019-10-06,2019-09-28
2513,2020-02-07,2019-10-06,2019-09-28
2514,2020-02-08,2019-10-06,2019-09-28
2515,2020-02-02,2019-11-12,2019-11-09
2516,2020-02-03,2019-11-12,2019-11-09
2517,2020-02-04,2019-11-12,2019-11-09
2518,2020-02-05,2019-11-12,2019-11-09
2519,2020-02-06,2019-11-12,2019-11-09
2520,2020-02-02,2019-11-21,2019-11-14
2521,2020-02-03,2019-11-21,2019-11-14
2522,2020-02-04,2019-11-21,2019-11-14
2523,2020-02-05,2019-11-21,2019-11-14
2524,2020-02-06,2019-11-21,2019-11-14
2525,2020-02-07,2019-11-21,2019-11-14
2526,2020-02-02,2019-11-29,2019-11-20
2527,2020-02-03,2019-11-29,2019-11-20
2528,2020-02-04,2019-11-29,2019-11-20
2529,2020-02-05,2019-11-29,2019-11-20
2530,2020-02-06,2019-11-29,2019-11-20
2531,2020-02-02,2019-11-29,2019-11-20
2532,2020-02-03,2019-11-29,2019-11-20
2533,2020-02-04,2019-11-29,2019-11-20
2534,2020-02-05,2019-11-29,2019-11-20
2535,2020-02-06,2019-11-29,2019-11-20
2536,2020-02-02,2019-12-10,2019-12-07
2537,2020-02-03,2019-12-10,2019-12-07
2538,2020-02-04,2019-12-10,2019-12-07
2539,2020-02-05,2019-12-10,2019-12-07
2540,2020-02-06,2019-12-10,2019-12-07
2541,2020-02-03,2020-01-29,2020-01-06
2542,2020-02-04,2020-01-29,2020-01-06
2543,2020-02-04,2020-02-02,2020-01-14
2544,2020-02-05,2020-02-02,2020-01-14
2545,2020-02-06,2020-02-02,2020-01-14
2546,2020-02-06,2019-10-25,2019-10-18
2547,2020-02-07,2019-10-25,2019-10-18
2548,2020-02-08,2019-10-25,2019-10-18
2549,2020-02-07,2019-09-28,2019-09-24
2550,2020-02-08,2019-09-28,2019-09-24
2551,2020-02-07,2019-09-28,2019-09-24
2552,2020-02-08,2019-09-28,2019-09-24
2553,2020-02-07,2019-09-28,2019-09-24
2554,2020-02-08,2019-09-28,2019-09-24
2555,2020-02-08,2019-12-18,2019-10-06
2556,2020-02-09,2019-12-18,2019-10-06
2557,2020-02-10,2019-12-18,2019-10-06
2558,2020-02-11,2019-12-18,2019-10-06
2559,2020-02-12,2019-12-18,2019-10-06
2560,2020-02-13,2019-12-18,2019-10-06
2561,2020-02-08,2020-01-28,2019-08-18
2562,2020-02-08,2020-01-28,2019-11-09
2563,2020-02-08,2020-01-28,2019-11-16
2564,2020-02-09,2019-11-17,2019-11-01
2565,2020-02-10,2019-11-17,2019-11-01
2566,2020-02-11,2019-11-17,2019-11-01
2567,2020-02-12,2019-11-17,2019-11-01
2568,2020-02-13,2019-11-17,2019-11-01
2569,2020-02-14,2019-11-17,2019-11-01
2570,2020-02-09,2019-11-17,2019-11-01
2571,2020-02-10,2019-11-17,2019-11-01
2572,2020-02-11,2019-11-17,2019-11-01
2573,2020-02-12,2019-11-17,2019-11-01
2574,2020-02-13,2019-11-17,2019-11-01
2575,2020-02-14,2019-11-17,2019-11-01
2576,2020-02-09,2020-02-06,2020-01-28
2577,2020-02-09,2020-02-07,2020-02-06
2578,2020-02-10,2020-02-07,2020-02-06
2579,2020-02-11,2020-02-07,2020-02-06
2580,2020-02-12,2020-02-07,2020-02-06
2581,2020-02-13,2020-02-07,2020-02-06
2582,2020-02-09,2020-02-09,2019-01-31
2583,2020-02-10,2020-02-09,2019-01-31
2584,2020-02-11,2020-02-09,2019-01-31
2585,2020-02-12,2020-02-09,2019-01-31
2586,2020-02-13,2020-02-09,2019-01-31
2587,2020-02-14,2020-02-09,2019-01-31
2588,2020-02-15,2020-02-09,2019-01-31
2589,2020-02-10,2019-11-25,2019-03-07
2590,2020-02-11,2019-11-25,2019-03-07
2591,2020-02-12,2019-11-25,2019-03-07
2592,2020-02-13,2019-11-25,2019-03-07
2593,2020-02-14,2019-11-25,2019-03-07
2594,2020-02-15,2019-11-25,2019-03-07
2595,2020-02-16,2019-11-25,2019-03-07
2596,2020-02-17,2019-11-25,2019-03-07
2597,2020-02-18,2019-11-25,2019-03-07
2598,2020-02-19,2019-11-25,2019-03-07
2599,2020-02-20,2019-11-25,2019-03-07
2600,2020-02-21,2019-11-25,2019-03-07
2601,2020-02-10,2019-11-25,2019-03-07
2602,2020-02-11,2019-11-25,2019-03-07
2603,2020-02-12,2019-11-25,2019-03-07
2604,2020-02-13,2019-11-25,2019-03-07
2605,2020-02-14,2019-11-25,2019-03-07
2606,2020-02-15,2019-11-25,2019-03-07
2607,2020-02-16,2019-11-25,2019-03-07
2608,2020-02-17,2019-11-25,2019-03-07
2609,2020-02-18,2019-11-25,2019-03-07
2610,2020-02-19,2019-11-25,2019-03-07
2611,2020-02-20,2019-11-25,2019-03-07
2612,2020-02-21,2019-11-25,2019-03-07
2613,2020-02-10,2020-02-09,2020-01-30
2614,2020-02-11,2020-02-09,2020-01-30
2615,2020-02-11,2020-02-06,2020-02-02
2616,2020-02-12,2020-02-06,2020-02-02
2617,2020-02-11,2020-02-10,2020-01-20
2618,2020-02-12,2020-02-10,2020-01-20
2619,2020-02-13,2020-01-22,2020-01-20
2620,2020-02-14,2020-01-22,2020-01-20
2621,2020-02-13,2020-02-06,2020-01-19
2622,2020-02-14,2020-02-06,2020-01-19
2623,2020-02-15,2020-02-06,2020-01-19
2624,2020-02-14,2020-02-14,2020-01-22
2625,2020-02-15,2019-08-20,2019-08-12
2626,2020-02-16,2019-08-20,2019-08-12
2627,2020-02-17,2019-08-20,2019-08-12
2628,2020-02-18,2019-08-20,2019-08-12
2629,2020-02-19,2019-08-20,2019-08-12
2630,2020-02-20,2019-08-20,2019-08-12
2631,2020-02-21,2019-08-20,2019-08-12
2632,2020-02-15,2019-08-20,2019-08-12
2633,2020-02-16,2019-08-20,2019-08-12
2634,2020-02-17,2019-08-20,2019-08-12
2635,2020-02-18,2019-08-20,2019-08-12
2636,2020-02-19,2019-08-20,2019-08-12
2637,2020-02-20,2019-08-20,2019-08-12
2638,2020-02-21,2019-08-20,2019-08-12
2639,2020-02-15,2019-08-20,2019-08-12
2640,2020-02-16,2019-08-20,2019-08-12
2641,2020-02-17,2019-08-20,2019-08-12
2642,2020-02-18,2019-08-20,2019-08-12
2643,2020-02-19,2019-08-20,2019-08-12
2644,2020-02-20,2019-08-20,2019-08-12
2645,2020-02-21,2019-08-20,2019-08-12
2646,2020-02-15,2019-08-20,2019-08-12
2647,2020-02-16,2019-08-20,2019-08-12
2648,2020-02-17,2019-08-20,2019-08-12
2649,2020-02-18,2019-08-20,2019-08-12
2650,2020-02-19,2019-08-20,2019-08-12
2651,2020-02-20,2019-08-20,2019-08-12
2652,2020-02-21,2019-08-20,2019-08-12
2653,2020-02-15,2019-08-20,2019-08-12
2654,2020-02-16,2019-08-20,2019-08-12
2655,2020-02-17,2019-08-20,2019-08-12
2656,2020-02-18,2019-08-20,2019-08-12
2657,2020-02-19,2019-08-20,2019-08-12
2658,2020-02-20,2019-08-20,2019-08-12
2659,2020-02-21,2019-08-20,2019-08-12
2660,2020-02-15,2019-08-20,2019-08-12
2661,2020-02-16,2019-08-20,2019-08-12
2662,2020-02-17,2019-08-20,2019-08-12
2663,2020-02-18,2019-08-20,2019-08-12
2664,2020-02-19,2019-08-20,2019-08-12
2665,2020-02-20,2019-08-20,2019-08-12
2666,2020-02-21,2019-08-20,2019-08-12
2667,2020-02-15,2019-08-20,2019-08-12
2668,2020-02-16,2019-08-20,2019-08-12
2669,2020-02-17,2019-08-20,2019-08-12
2670,2020-02-18,2019-08-20,2019-08-12
2671,2020-02-19,2019-08-20,2019-08-12
2672,2020-02-20,2019-08-20,2019-08-12
2673,2020-02-21,2019-08-20,2019-08-12
2674,2020-02-15,2019-08-20,2019-08-12
2675,2020-02-16,2019-08-20,2019-08-12
2676,2020-02-17,2019-08-20,2019-08-12
2677,2020-02-18,2019-08-20,2019-08-12
2678,2020-02-19,2019-08-20,2019-08-12
2679,2020-02-20,2019-08-20,2019-08-12
2680,2020-02-21,2019-08-20,2019-08-12
2681,2020-02-15,2019-08-20,2019-08-12
2682,2020-02-16,2019-08-20,2019-08-12
2683,2020-02-17,2019-08-20,2019-08-12
2684,2020-02-18,2019-08-20,2019-08-12
2685,2020-02-19,2019-08-20,2019-08-12
2686,2020-02-20,2019-08-20,2019-08-12
2687,2020-02-21,2019-08-20,2019-08-12
2688,2020-02-15,2019-09-09,2019-08-31
2689,2020-02-16,2019-09-09,2019-08-31
2690,2020-02-17,2019-09-09,2019-08-31
2691,2020-02-15,2019-09-09,2019-08-31
2692,2020-02-16,2019-09-09,2019-08-31
2693,2020-02-17,2019-09-09,2019-08-31
2694,2020-02-15,2019-09-05,2019-08-29
2695,2020-02-16,2019-09-05,2019-08-29
2696,2020-02-17,2019-09-05,2019-08-29
2697,2020-02-18,2019-09-05,2019-08-29
2698,2020-02-19,2019-09-05,2019-08-29
2699,2020-02-20,2019-09-05,2019-08-29
2700,2020-02-21,2019-09-05,2019-08-29
2701,2020-02-15,2019-11-20,2019-09-29
2702,2020-02-16,2019-11-20,2019-09-29
2703,2020-02-17,2019-11-20,2019-09-29
2704,2020-02-18,2019-11-20,2019-09-29
2705,2020-02-19,2019-11-20,2019-09-29
2706,2020-02-15,2019-10-06,2019-09-26
2707,2020-02-16,2019-10-06,2019-09-26
2708,2020-02-17,2019-10-06,2019-09-26
2709,2020-02-18,2019-10-06,2019-09-26
2710,2020-02-19,2019-10-06,2019-09-26
2711,2020-02-20,2019-10-06,2019-09-26
2712,2020-02-21,2019-10-06,2019-09-26
2713,2020-02-15,2019-10-06,2019-09-26
2714,2020-02-16,2019-10-06,2019-09-26
2715,2020-02-17,2019-10-06,2019-09-26
2716,2020-02-18,2019-10-06,2019-09-26
2717,2020-02-19,2019-10-06,2019-09-26
2718,2020-02-20,2019-10-06,2019-09-26
2719,2020-02-21,2019-10-06,2019-09-26
2720,2020-02-15,2019-10-06,2019-10-01
2721,2020-02-16,2019-10-06,2019-10-01
2722,2020-02-17,2019-10-06,2019-10-01
2723,2020-02-18,2019-10-06,2019-10-01
2724,2020-02-19,2019-10-06,2019-10-01
2725,2020-02-20,2019-10-06,2019-10-01
2726,2020-02-21,2019-10-06,2019-10-01
2727,2020-02-15,2019-10-06,2019-10-01
2728,2020-02-16,2019-10-06,2019-10-01
2729,2020-02-17,2019-10-06,2019-10-01
2730,2020-02-18,2019-10-06,2019-10-01
2731,2020-02-19,2019-10-06,2019-10-01
2732,2020-02-20,2019-10-06,2019-10-01
2733,2020-02-21,2019-10-06,2019-10-01
2734,2020-02-15,2019-10-25,2019-10-14
2735,2020-02-16,2019-10-25,2019-10-14
2736,2020-02-17,2019-10-25,2019-10-14
2737,2020-02-18,2019-10-25,2019-10-14
2738,2020-02-19,2019-10-25,2019-10-14
2739,2020-02-20,2019-10-25,2019-10-14
2740,2020-02-21,2019-10-25,2019-10-14
2741,2020-02-15,2019-10-25,2019-10-15
2742,2020-02-16,2019-10-25,2019-10-15
2743,2020-02-17,2019-10-25,2019-10-15
2744,2020-02-18,2019-10-25,2019-10-15
2745,2020-02-19,2019-10-25,2019-10-15
2746,2020-02-20,2019-10-25,2019-10-15
2747,2020-02-21,2019-10-25,2019-10-15
2748,2020-02-15,2019-10-25,2019-10-15
2749,2020-02-16,2019-10-25,2019-10-15
2750,2020-02-17,2019-10-25,2019-10-15
2751,2020-02-18,2019-10-25,2019-10-15
2752,2020-02-19,2019-10-25,2019-10-15
2753,2020-02-20,2019-10-25,2019-10-15
2754,2020-02-21,2019-10-25,2019-10-15
2755,2020-02-15,2019-10-25,2019-10-16
2756,2020-02-16,2019-10-25,2019-10-16
2757,2020-02-17,2019-10-25,2019-10-16
2758,2020-02-18,2019-10-25,2019-10-16
2759,2020-02-19,2019-10-25,2019-10-16
2760,2020-02-20,2019-10-25,2019-10-16
2761,2020-02-21,2019-10-25,2019-10-16
2762,2020-02-15,2019-10-25,2019-10-16
2763,2020-02-16,2019-10-25,2019-10-16
2764,2020-02-17,2019-10-25,2019-10-16
2765,2020-02-18,2019-10-25,2019-10-16
2766,2020-02-19,2019-10-25,2019-10-16
2767,2020-02-20,2019-10-25,2019-10-16
2768,2020-02-21,2019-10-25,2019-10-16
2769,2020-02-15,2019-10-25,2019-10-16
2770,2020-02-16,2019-10-25,2019-10-16
2771,2020-02-17,2019-10-25,2019-10-16
2772,2020-02-18,2019-10-25,2019-10-16
2773,2020-02-19,2019-10-25,2019-10-16
2774,2020-02-20,2019-10-25,2019-10-16
2775,2020-02-21,2019-10-25,2019-10-16
2776,2020-02-15,2019-10-25,2019-10-16
2777,2020-02-16,2019-10-25,2019-10-16
2778,2020-02-17,2019-10-25,2019-10-16
2779,2020-02-18,2019-10-25,2019-10-16
2780,2020-02-19,2019-10-25,2019-10-16
2781,2020-02-20,2019-10-25,2019-10-16
2782,2020-02-21,2019-10-25,2019-10-16
2783,2020-02-15,2019-10-25,2019-10-16
2784,2020-02-16,2019-10-25,2019-10-16
2785,2020-02-17,2019-10-25,2019-10-16
2786,2020-02-18,2019-10-25,2019-10-16
2787,2020-02-19,2019-10-25,2019-10-16
2788,2020-02-20,2019-10-25,2019-10-16
2789,2020-02-21,2019-10-25,2019-10-16
2790,2020-02-15,2019-10-25,2019-10-16
2791,2020-02-16,2019-10-25,2019-10-16
2792,2020-02-17,2019-10-25,2019-10-16
2793,2020-02-18,2019-10-25,2019-10-16
2794,2020-02-19,2019-10-25,2019-10-16
2795,2020-02-20,2019-10-25,2019-10-16
2796,2020-02-21,2019-10-25,2019-10-16
2797,2020-02-15,2019-10-25,2019-10-16
2798,2020-02-16,2019-10-25,2019-10-16
2799,2020-02-17,2019-10-25,2019-10-16
2800,2020-02-18,2019-10-25,2019-10-16
2801,2020-02-19,2019-10-25,2019-10-16
2802,2020-02-20,2019-10-25,2019-10-16
2803,2020-02-21,2019-10-25,2019-10-16
2804,2020-02-15,2019-10-25,2019-10-16
2805,2020-02-16,2019-10-25,2019-10-16
2806,2020-02-17,2019-10-25,2019-10-16
2807,2020-02-18,2019-10-25,2019-10-16
2808,2020-02-19,2019-10-25,2019-10-16
2809,2020-02-20,2019-10-25,2019-10-16
2810,2020-02-21,2019-10-25,2019-10-16
2811,2020-02-15,2019-10-25,2019-10-16
2812,2020-02-16,2019-10-25,2019-10-16
2813,2020-02-17,2019-10-25,2019-10-16
2814,2020-02-18,2019-10-25,2019-10-16
2815,2020-02-19,2019-10-25,2019-10-16
2816,2020-02-20,2019-10-25,2019-10-16
2817,2020-02-21,2019-10-25,2019-10-16
2818,2020-02-15,2019-10-25,2019-10-16
2819,2020-02-16,2019-10-25,2019-10-16
2820,2020-02-17,2019-10-25,2019-10-16
2821,2020-02-18,2019-10-25,2019-10-16
2822,2020-02-19,2019-10-25,2019-10-16
2823,2020-02-20,2019-10-25,2019-10-16
2824,2020-02-21,2019-10-25,2019-10-16
2825,2020-02-15,2019-10-25,2019-10-16
2826,2020-02-16,2019-10-25,2019-10-16
2827,2020-02-17,2019-10-25,2019-10-16
2828,2020-02-18,2019-10-25,2019-10-16
2829,2020-02-19,2019-10-25,2019-10-16
2830,2020-02-20,2019-10-25,2019-10-16
2831,2020-02-21,2019-10-25,2019-10-16
2832,2020-02-15,2019-10-25,2019-10-16
2833,2020-02-16,2019-10-25,2019-10-16
2834,2020-02-17,2019-10-25,2019-10-16
2835,2020-02-18,2019-10-25,2019-10-16
2836,2020-02-19,2019-10-25,2019-10-16
2837,2020-02-20,2019-10-25,2019-10-16
2838,2020-02-21,2019-10-25,2019-10-16
2839,2020-02-15,2019-10-25,2019-10-16
2840,2020-02-16,2019-10-25,2019-10-16
2841,2020-02-17,2019-10-25,2019-10-16
2842,2020-02-18,2019-10-25,2019-10-16
2843,2020-02-19,2019-10-25,2019-10-16
2844,2020-02-20,2019-10-25,2019-10-16
2845,2020-02-21,2019-10-25,2019-10-16
2846,2020-02-15,2019-10-25,2019-10-19
2847,2020-02-16,2019-10-25,2019-10-19
2848,2020-02-17,2019-10-25,2019-10-19
2849,2020-02-18,2019-10-25,2019-10-19
2850,2020-02-19,2019-10-25,2019-10-19
2851,2020-02-20,2019-10-25,2019-10-19
2852,2020-02-21,2019-10-25,2019-10-19
2853,2020-02-15,2019-11-21,2019-11-13
2854,2020-02-16,2019-11-21,2019-11-13
2855,2020-02-17,2019-11-21,2019-11-13
2856,2020-02-15,2019-11-21,2019-11-13
2857,2020-02-16,2019-11-21,2019-11-13
2858,2020-02-17,2019-11-21,2019-11-13
2859,2020-02-15,2019-12-08,2019-12-01
2860,2020-02-16,2019-12-08,2019-12-01
2861,2020-02-17,2019-12-08,2019-12-01
2862,2020-02-18,2019-12-08,2019-12-01
2863,2020-02-19,2019-12-08,2019-12-01
2864,2020-02-20,2019-12-08,2019-12-01
2865,2020-02-21,2019-12-08,2019-12-01
2866,2020-02-15,2019-12-08,2019-12-01
2867,2020-02-16,2019-12-08,2019-12-01
2868,2020-02-17,2019-12-08,2019-12-01
2869,2020-02-18,2019-12-08,2019-12-01
2870,2020-02-19,2019-12-08,2019-12-01
2871,2020-02-20,2019-12-08,2019-12-01
2872,2020-02-21,2019-12-08,2019-12-01
2873,2020-02-15,2020-02-05,2020-01-16
2874,2020-02-16,2020-02-05,2020-01-16
2875,2020-02-17,2020-02-05,2020-01-16
2876,2020-02-15,2020-02-05,2020-01-16
2877,2020-02-16,2020-02-05,2020-01-16
2878,2020-02-17,2020-02-05,2020-01-16
2879,2020-02-15,2020-01-18,2019-11-11
2880,2020-02-15,2020-02-08,2020-02-05
2881,2020-02-16,2020-02-08,2020-02-05
2882,2020-02-17,2020-02-08,2020-02-05
2883,2020-02-15,2020-02-12,2019-04-12
2884,2020-02-16,2020-02-12,2019-04-12
2885,2020-02-17,2020-02-12,2019-04-12
2886,2020-02-18,2020-02-12,2019-04-12
2887,2020-02-19,2020-02-12,2019-04-12
2888,2020-02-20,2020-02-12,2019-04-12
2889,2020-02-21,2020-02-12,2019-04-12
2890,2020-02-16,2019-08-11,2019-07-20
2891,2020-02-17,2019-08-11,2019-07-20
2892,2020-02-18,2019-08-11,2019-07-20
2893,2020-02-19,2019-08-11,2019-07-20
2894,2020-02-20,2019-08-11,2019-07-20
2895,2020-02-21,2019-08-11,2019-07-20
2896,2020-02-16,2019-08-11,2019-07-20
2897,2020-02-17,2019-08-11,2019-07-20
2898,2020-02-18,2019-08-11,2019-07-20
2899,2020-02-19,2019-08-11,2019-07-20
2900,2020-02-20,2019-08-11,2019-07-20
2901,2020-02-21,2019-08-11,2019-07-20
2902,2020-02-16,2019-10-06,2019-09-29
2903,2020-02-17,2019-10-06,2019-09-29
2904,2020-02-18,2019-10-06,2019-09-29
2905,2020-02-19,2019-10-06,2019-09-29
2906,2020-02-20,2019-10-06,2019-09-29
2907,2020-02-21,2019-10-06,2019-09-29
2908,2020-02-22,2019-10-06,2019-09-29
2909,2020-02-16,2019-11-29,2019-11-21
2910,2020-02-17,2019-11-29,2019-11-21
2911,2020-02-18,2019-11-29,2019-11-21
2912,2020-02-19,2019-11-29,2019-11-21
2913,2020-02-20,2019-11-29,2019-11-21
2914,2020-02-21,2019-11-29,2019-11-21
2915,2020-02-22,2019-11-29,2019-11-21
2916,2020-02-16,2019-11-29,2019-11-21
2917,2020-02-17,2019-11-29,2019-11-21
2918,2020-02-18,2019-11-29,2019-11-21
2919,2020-02-19,2019-11-29,2019-11-21
2920,2020-02-20,2019-11-29,2019-11-21
2921,2020-02-21,2019-11-29,2019-11-21
2922,2020-02-22,2019-11-29,2019-11-21
2923,2020-02-16,2019-11-29,2019-11-21
2924,2020-02-17,2019-11-29,2019-11-21
2925,2020-02-18,2019-11-29,2019-11-21
2926,2020-02-19,2019-11-29,2019-11-21
2927,2020-02-20,2019-11-29,2019-11-21
2928,2020-02-21,2019-11-29,2019-11-21
2929,2020-02-22,2019-11-29,2019-11-21
2930,2020-02-16,2019-11-29,2019-11-21
2931,2020-02-17,2019-11-29,2019-11-21
2932,2020-02-18,2019-11-29,2019-11-21
2933,2020-02-19,2019-11-29,2019-11-21
2934,2020-02-20,2019-11-29,2019-11-21
2935,2020-02-21,2019-11-29,2019-11-21
2936,2020-02-22,2019-11-29,2019-11-21
2937,2020-02-16,2020-01-19,2019-12-27
2938,2020-02-17,2020-01-19,2019-12-27
2939,2020-02-18,2020-01-19,2019-12-27
2940,2020-02-19,2020-01-19,2019-12-27
2941,2020-02-20,2020-01-19,2019-12-27
2942,2020-02-21,2020-01-19,2019-12-27
2943,2020-02-16,2020-02-01,2019-12-21
2944,2020-02-17,2020-02-01,2019-12-21
2945,2020-02-17,2019-10-10,2019-10-03
2946,2020-02-18,2019-10-10,2019-10-03
2947,2020-02-19,2019-10-10,2019-10-03
2948,2020-02-17,2019-10-10,2019-10-03
2949,2020-02-18,2019-10-10,2019-10-03
2950,2020-02-19,2019-10-10,2019-10-03
2951,2020-02-18,2020-02-15,2020-02-14
